stem,question_num,answer_num,participant_num,image_path,question_he,question_en,full_prompt,vlm_raw_answer_en,used_fallback,fallback_prompt,vlm_answer_en,vlm_answer_he,subject_answer_he,similarity,similarity_percent,comparison_method,subject_answer_en,similarity_labse_he,similarity_labse_he_percent,similarity_en,similarity_en_percent,bertscore_precision,bertscore_recall,bertscore_f1,vlm_model,embed_model,he_en_model,en_he_model,device,timestamp
1_1_21,1,1,21,dataset/images/1_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" העבודה הושלמה בהצלחה""","Explain why you chose this image as reflecting the sentence ""Work completed successfully""","You are a systems thinking expert analyzing an image.
Concept: ""Work completed successfully""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""Work completed successfully\"" because [explain the visual link].""
Answer: This image shows",This image shows two military men preparing a missile,False,,This image shows two military men preparing a missile,תמונה זו מראה שני אנשי צבא מכינים טיל,יש פה עובדה צוות וזה נראה שהם עוד שניה מסיים,0.3720606863498688,37.21,multilingual semantic embedding cosine similarity,There's a fact here staff and it looks like they're about to finish.,0.36319443583488464,36.32,0.28572943806648254,28.57,0.8455,0.8371,0.8413,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:27:15
1_2_20,1,2,20,dataset/images/1_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" העבודה הושלמה בהצלחה""","Explain why you chose this image as reflecting the sentence ""Work completed successfully""","You are a systems thinking expert analyzing an image.
Concept: ""Work completed successfully""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""Work completed successfully\"" because [explain the visual link].""
Answer: This image shows",This image shows a bulldozer and a dump truck,False,,This image shows a bulldozer and a dump truck,התמונה הזו מראה בולדוזר ומשאית זבל.,העבודה זה לשים משהו בתוך המשאית והיא הושלמה בהצלחה,0.6111588478088379,61.12,multilingual semantic embedding cosine similarity,The job is to put something inside the truck and it's successfully completed,0.39029574394226074,39.03,0.5304903984069824,53.05,0.8835,0.8621,0.8727,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:27:19
1_2_32,1,2,32,dataset/images/1_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" העבודה הושלמה בהצלחה""","Explain why you chose this image as reflecting the sentence ""Work completed successfully""","You are a systems thinking expert analyzing an image.
Concept: ""Work completed successfully""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""Work completed successfully\"" because [explain the visual link].""
Answer: This image shows",This image shows a bulldozer and a dump truck,False,,This image shows a bulldozer and a dump truck,התמונה הזו מראה בולדוזר ומשאית זבל.,כי סיימו את הפעולה של לשפוך מה שהיה בטרקטור למשאית,0.7064279317855835,70.64,multilingual semantic embedding cosine similarity,Because they ended the act of pouring what was in the tractor into the truck,0.15063698589801788,15.06,0.5235704779624939,52.36,0.8684,0.8684,0.8684,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:27:24
1_2_36,1,2,36,dataset/images/1_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" העבודה הושלמה בהצלחה""","Explain why you chose this image as reflecting the sentence ""Work completed successfully""","You are a systems thinking expert analyzing an image.
Concept: ""Work completed successfully""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""Work completed successfully\"" because [explain the visual link].""
Answer: This image shows",This image shows a bulldozer and a dump truck,False,,This image shows a bulldozer and a dump truck,התמונה הזו מראה בולדוזר ומשאית זבל.,בתמונה אני רואה שיש יהודים וזה אומר שהולכים לבנות משהו מסוים בית / בניין / פארק ועצם העובדה שהולכים לבנות משהוו חדש זה מעיר השראה ותקווה,0.34866952896118164,34.87,multilingual semantic embedding cosine similarity,In the picture I see that there are Jews and that means that they are going to build something specific a house / building / park and the very fact that they are going to build something new is inspiring and hopeful.,0.3931735157966614,39.32,0.1927507519721985,19.28,0.8721,0.8283,0.8496,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:27:29
1_2_48,1,2,48,dataset/images/1_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" העבודה הושלמה בהצלחה""","Explain why you chose this image as reflecting the sentence ""Work completed successfully""","You are a systems thinking expert analyzing an image.
Concept: ""Work completed successfully""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""Work completed successfully\"" because [explain the visual link].""
Answer: This image shows",This image shows a bulldozer and a dump truck,False,,This image shows a bulldozer and a dump truck,התמונה הזו מראה בולדוזר ומשאית זבל.,"בחרתי בתמונה מספר 2 מפני שלא רואים עובדים בתמונה מה שמעיד שהפעולות שהיו צריכות להתבצע הסתיימו. בנוסף, כשהתמונה מצולמת מרחוק ניתן לראות את כל המרכיבים בשלמותם מה שמעיד שהעבודה הושלמה.",0.3338172435760498,33.38,multilingual semantic embedding cosine similarity,"I chose picture number 2 because you don't see employees in the picture which indicates that the actions that needed to be done are done. In addition, when the image is taken remotely you can see all the components in their entirety which indicates that the work has been completed.",0.32841116189956665,32.84,0.2901330888271332,29.01,0.8802,0.8403,0.8598,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:27:35
1_2_49,1,2,49,dataset/images/1_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" העבודה הושלמה בהצלחה""","Explain why you chose this image as reflecting the sentence ""Work completed successfully""","You are a systems thinking expert analyzing an image.
Concept: ""Work completed successfully""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""Work completed successfully\"" because [explain the visual link].""
Answer: This image shows",This image shows a bulldozer and a dump truck,False,,This image shows a bulldozer and a dump truck,התמונה הזו מראה בולדוזר ומשאית זבל.,"נראה שהטרקטור סיים לפנות למשאית, כי אין כלום בסביבה לפינוי.",0.7604591846466064,76.05,multilingual semantic embedding cosine similarity,"The tractor seems to have finished turning to the truck, because there's nothing around for the evacuation.",0.19558584690093994,19.56,0.6325205564498901,63.25,0.8818,0.8541,0.8677,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:27:42
1_2_53,1,2,53,dataset/images/1_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" העבודה הושלמה בהצלחה""","Explain why you chose this image as reflecting the sentence ""Work completed successfully""","You are a systems thinking expert analyzing an image.
Concept: ""Work completed successfully""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""Work completed successfully\"" because [explain the visual link].""
Answer: This image shows",This image shows a bulldozer and a dump truck,False,,This image shows a bulldozer and a dump truck,התמונה הזו מראה בולדוזר ומשאית זבל.,"מבין כל התמונות, בתמונה מספר2 אין דעה לגבי התוצאה. אם התוצאה היא הצלחה, רק תמונה מספר 2 וודאית. בכל תמונה אחרת ייתכן והמשימה הושלמה אך לא בהצלחה או שלא הושלמה כלל.",0.2328537404537201,23.29,multilingual semantic embedding cosine similarity,"Of all the images, picture number 2 has no opinion on the outcome. If the result is success, only picture number 2 is certain. In any other image the task may have been completed but not successfully or not completed at all.",0.3113872706890106,31.14,0.13761791586875916,13.76,0.8643,0.8214,0.8423,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:27:47
2_1_36,2,1,36,dataset/images/2_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people sitting around a table,False,,This image shows a group of people sitting around a table,התמונה הזו מראה קבוצה של אנשים שיושבים סביב שולחן,בחרתי בתמונה הזאת כיוון שהיא מעידה על חשיבות השיח והדיון במיוחד בעבודה,0.5247340202331543,52.47,multilingual semantic embedding cosine similarity,I chose this picture because it indicates the importance of discourse and discussion especially at work.,0.3877224028110504,38.77,0.4732869267463684,47.33,0.8898,0.8827,0.8863,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:27:54
2_2_11,2,2,11,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,"כולם ביחד שמחים, לוחצים ידיים ומסכימים.",0.6081618666648865,60.82,multilingual semantic embedding cosine similarity,"Everyone together is happy, shaking hands and agreeing.",0.20909130573272705,20.91,0.7049537301063538,70.5,0.8679,0.8876,0.8776,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:27:59
2_2_13,2,2,13,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,כי הם קבוצה של אנשים שדנים ביחד ומגיעים ביחד להחלטה,0.624548077583313,62.45,multilingual semantic embedding cosine similarity,Because they're a group of people who discuss together and come together to decide,0.45778951048851013,45.78,0.25605741143226624,25.61,0.8789,0.8707,0.8748,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:28:03
2_2_14,2,2,14,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,רואים קבוצה מרוצה ומגובשת,0.6875499486923218,68.75,multilingual semantic embedding cosine similarity,We see a happy and united team.,0.41049841046333313,41.05,0.5999332666397095,59.99,0.8796,0.918,0.8984,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:28:08
2_2_15,2,2,15,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,כי כולם נראים מחייכים ומרוצים,0.47059738636016846,47.06,multilingual semantic embedding cosine similarity,Everyone looks happy and smiling.,0.32304614782333374,32.3,0.6014970541000366,60.15,0.879,0.9091,0.8938,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:28:12
2_2_17,2,2,17,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,שיש שותפות ביחד כצוות וההחלטה התקבלה כפה אחד וכולם נראים שמחים על כך.,0.4463152289390564,44.63,multilingual semantic embedding cosine similarity,That there was a partnership together as a team and the decision was made as one and everyone seems happy about it.,0.2549694776535034,25.5,0.4135891795158386,41.36,0.8604,0.8628,0.8616,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:28:16
2_2_18,2,2,18,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,בחרתי במספר 2 כי נראה שחברי הצוות מאגדים ידיים על מנת להכריז כי התבצעה החלטה וכולם מאשרים אותה,0.30863115191459656,30.86,multilingual semantic embedding cosine similarity,I chose number 2 because the crew members seem to be gathering their hands to announce that a decision has been made and everyone approves of it.,0.23900753259658813,23.9,0.41694626212120056,41.69,0.871,0.8607,0.8658,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:28:21
2_2_19,2,2,19,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,"בעיני החלטה טובה מתקבלת בשיתוף פעולה ובצוות שכולם יוצאים מרוצים וגם אם לא בהכרח נוגע בדעה של כולם, עדיין יוצאים שמחים מהדיון ומהדרך שהכל קרה.",0.40997910499572754,41.0,multilingual semantic embedding cosine similarity,"In my view, a good decision is made with the cooperation and team that everyone comes out happy and even if not necessarily touching everyone's opinion, still happy comes out of the discussion and the way it all happened.",0.24334558844566345,24.33,0.32394659519195557,32.39,0.8545,0.8226,0.8383,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:28:27
2_2_20,2,2,20,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,רואים שהקבוצה הגיעה להחלטה,0.53387451171875,53.39,multilingual semantic embedding cosine similarity,The team has come to a decision.,0.34028345346450806,34.03,0.21826736629009247,21.83,0.8715,0.9067,0.8888,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:28:33
2_2_21,2,2,21,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,נראה שהם בידוק מסכמים את הדברים,0.4489023983478546,44.89,multilingual semantic embedding cosine similarity,Looks like they're finalizing things.,0.3021460771560669,30.21,0.23272041976451874,23.27,0.8641,0.8881,0.8759,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:28:37
2_2_22,2,2,22,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,"בחרתי באופציה זו כי מרגיש לי שהאיחוד ידיים שכל חברי הקבוצה מושיטים מעידים על עידוד ""יציאה לדרך"" החלטה שהתקבלה",0.2975958287715912,29.76,multilingual semantic embedding cosine similarity,"I chose this option because it feels to me that the unity of hands that all the members of the group extend attests to the encouragement of a ""go-away"" decision that was made",0.28785693645477295,28.79,0.3049714267253876,30.5,0.8743,0.839,0.8563,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:28:41
2_2_23,2,2,23,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,בגלל שכולם לוחצים ידיים מה שנותן קונוטציה של הסכמה של כול חברי הקבוצה,0.4252675175666809,42.53,multilingual semantic embedding cosine similarity,Because everyone shakes hands which gives a connotation of agreement of all members of the group,0.28822118043899536,28.82,0.5944435596466064,59.44,0.8826,0.8746,0.8785,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:28:47
2_2_24,2,2,24,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,נראה שכולם מחויכים ולחצו ידיים להסכמה,0.45691680908203125,45.69,multilingual semantic embedding cosine similarity,Everyone seems to be smiling and shaking hands to agree.,0.2720566987991333,27.21,0.6563234329223633,65.63,0.8806,0.8828,0.8817,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:28:51
2_2_25,2,2,25,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,הם נראים שמחים ולכן זה נראה שהם הגיעו להסכמה,0.47700873017311096,47.7,multilingual semantic embedding cosine similarity,They seem happy and so it seems they have reached an agreement,0.3200221061706543,32.0,0.36709126830101013,36.71,0.8639,0.8681,0.866,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:28:56
2_2_27,2,2,27,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,כי בתמונה שבחרתי כולם לוחצים ידיים כך שהם הסכימו,0.5583369731903076,55.83,multilingual semantic embedding cosine similarity,"Because in the picture I've chosen, everyone shakes hands so they've agreed.",0.3730055093765259,37.3,0.5942977666854858,59.43,0.8866,0.8734,0.88,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:29:00
2_2_29,2,2,29,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,זה מראה את התמונת שלנו בבית חולים שאנחנו עוסים חשיבה קבוצתי ומגעים להסכמה ביחד,0.48798489570617676,48.8,multilingual semantic embedding cosine similarity,It shows our picture in a hospital that we massage group thinking and touch consensus together.,0.599158525466919,59.92,0.4368698000907898,43.69,0.8797,0.8535,0.8664,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:29:05
2_2_32,2,2,32,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,נראה כי כולם נמצאים בהסכמה על משהו מסוים,0.4169502258300781,41.7,multilingual semantic embedding cosine similarity,Everyone seems to be in agreement on something specific.,0.25178298354148865,25.18,0.3299790918827057,33.0,0.8763,0.9039,0.8899,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:29:10
