stem,question_num,answer_num,participant_num,image_path,question_he,question_en,full_prompt,vlm_raw_answer_en,used_fallback,fallback_prompt,vlm_answer_en,vlm_answer_he,subject_answer_he,similarity,similarity_percent,comparison_method,subject_answer_en,similarity_labse_he,similarity_labse_he_percent,similarity_en,similarity_en_percent,bertscore_precision,bertscore_recall,bertscore_f1,vlm_model,embed_model,he_en_model,en_he_model,device,timestamp
2_2_35,2,2,35,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,יש עבודת צוות והחלטה פה אחד,0.4429699182510376,44.3,multilingual semantic embedding cosine similarity,There is team work and unanimous decision,0.27403536438941956,27.4,0.2754461169242859,27.54,0.862,0.8647,0.8633,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:29:14
2_2_37,2,2,37,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,נראה שכולם מסכימים יחד.,0.3752084970474243,37.52,multilingual semantic embedding cosine similarity,Everyone seems to agree together.,0.24706555902957916,24.71,0.38865795731544495,38.87,0.8767,0.9109,0.8935,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:29:19
2_2_41,2,2,41,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,נראה שכולם מסכימים משום שהם לוחצים ידיים,0.4078858494758606,40.79,multilingual semantic embedding cosine similarity,Everyone seems to agree because they shake hands.,0.3123193681240082,31.23,0.5394964814186096,53.95,0.8729,0.892,0.8824,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:29:23
2_2_42,2,2,42,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,כי הם שמחים ונראים מסופקים והחלטיים,0.535991370677948,53.6,multilingual semantic embedding cosine similarity,For they are happy and seem content and decisive,0.2436423897743225,24.36,0.3163084089756012,31.63,0.8383,0.8225,0.8303,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:29:27
2_2_44,2,2,44,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,אני חושבת שזה מייצג את קבלת ההחלטה על ידי כמה אנשים ולא שאחד מחליט עבור כולם.,0.29078787565231323,29.08,multilingual semantic embedding cosine similarity,I think it represents the decision making by some people rather than one making for everyone.,0.36088091135025024,36.09,0.0749068483710289,7.49,0.8745,0.8676,0.871,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:29:32
2_2_46,2,2,46,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,נראית כמו קבוצת אנשים אשר נראים שמחים ומסכימים יחד על אותו נושא בלחיצת יד משותפת.,0.7148751616477966,71.49,multilingual semantic embedding cosine similarity,You look like a group of people who look happy and agree together on the same subject with a common handshake.,0.47108110785484314,47.11,0.6303374767303467,63.03,0.8863,0.8693,0.8777,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:29:36
2_2_48,2,2,48,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,"נראה שהעובדים מרוצים לאחר הגעה לפתרון, שילוב הידיים קורה בדרכ בסיום תהליך",0.4090198278427124,40.9,multilingual semantic embedding cosine similarity,"Employees seem to be satisfied after reaching a solution, combining the hands happens usually at the end of a process",0.1972254514694214,19.72,0.3526102900505066,35.26,0.8681,0.8519,0.8599,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:29:41
2_2_49,2,2,49,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,נראה שהצוות הגיע להחלטה משותפת ושמח לכבוד זה,0.43188536167144775,43.19,multilingual semantic embedding cosine similarity,The team seems to have come to a joint and happy decision in honor of this.,0.36363428831100464,36.36,0.4302369952201843,43.02,0.8678,0.8657,0.8668,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:29:46
2_2_50,2,2,50,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,נראה שהכל הסכים על מה שמודבר ויתחילו לעבוד,0.37941235303878784,37.94,multilingual semantic embedding cosine similarity,Everything seems to have agreed on what's being talked about and will start working.,0.15444844961166382,15.44,0.18761959671974182,18.76,0.8636,0.8622,0.8629,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:29:51
2_2_52,2,2,52,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,נראה שהאנשים ישבו בדיון במשך זמן מה ואז בחרו מה הם הולכים לעשות ועושים מן כיף משותף כהצלחה משותפת בהמשך עם ההחלטה שלהם,0.34919342398643494,34.92,multilingual semantic embedding cosine similarity,The people seemed to sit in the debate for a while and then choose what they were going to do and do from having fun together as a shared success further along with their decision,0.1889592707157135,18.9,0.24021446704864502,24.02,0.8755,0.8265,0.8503,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:29:57
2_2_53,2,2,53,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,בכל שאר התמונות מסתמן שקיימת התלבטות.,0.4392712712287903,43.93,multilingual semantic embedding cosine similarity,"In all the other pictures, there seems to be a dilemma.",0.22485676407814026,22.49,0.16448016464710236,16.45,0.8811,0.889,0.885,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:30:03
2_2_54,2,2,54,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,מוחאים כפיים ומשלבים ידיים כיציאה לדרך,0.6155972480773926,61.56,multilingual semantic embedding cosine similarity,Clap your hands and join hands as you set off.,0.27424848079681396,27.42,0.5314275622367859,53.14,0.8809,0.8822,0.8816,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:30:08
2_2_57,2,2,57,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,סימן היידים מעיד שסיימו השאר נראים שעדין חושבים,0.46078699827194214,46.08,multilingual semantic embedding cosine similarity,The hand sign indicates that the rest of them seem to still be thinking,0.2773784399032593,27.74,0.4241659641265869,42.42,0.8887,0.8809,0.8848,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:30:13
2_2_58,2,2,58,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,כי נוכל לראות בתמונה הזו שכל הצוות מסכים ושמח והתנועה עם הידיים שהצוות עושה בתמונה מעידה על הסכם מסוים.,0.6397579312324524,63.98,multilingual semantic embedding cosine similarity,Because we can see in this picture that the whole team agrees and rejoices and the movement with the hands that the team makes in the picture indicates a certain agreement.,0.46478140354156494,46.48,0.6894984841346741,68.95,0.8935,0.8626,0.8778,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:30:18
2_2_59,2,2,59,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,"בחרתי בתמונה בה כל חברי הצוות מחזיקים ידיים או מוחאים כפיים, מהסיבה שפעולות אלו מביעות בעיני מעין סיכום של הפגישה. נראה כי הם שמחים שהצליחו להגיע להחלטה משותפת.",0.6201654076576233,62.02,multilingual semantic embedding cosine similarity,"I chose a picture where all the team members are holding hands or clapping, for the reason that these actions express to me a sort of summary of the meeting. They seem happy to have made a joint decision.",0.379772812128067,37.98,0.689020037651062,68.9,0.9032,0.8617,0.882,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:30:24
2_2_60,2,2,60,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,"בתמונה הראשונה עוד יש דיון, ברביעית נראה שהוא בתוך התהליך אז חשבתי או 2 או 3 והלכתי על בחירה של צוות ולא על החלטת יחיד..",0.434257835149765,43.43,multilingual semantic embedding cosine similarity,"In the first picture there is still discussion, in the fourth it seems that he is in the process so I thought either 2 or 3 and went for a choice of team and not a single decision..",0.3160991072654724,31.61,0.11948615312576294,11.95,0.8681,0.8342,0.8508,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:30:30
2_2_61,2,2,61,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,מכיוון שכל האנשים בתמונה הסכימו על משהו והם נורא שמחים בנוגע לזה.,0.4846189022064209,48.46,multilingual semantic embedding cosine similarity,Because all the people in the picture have agreed on something and they're very happy about it.,0.22882094979286194,22.88,0.6305878162384033,63.06,0.8837,0.8774,0.8805,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:30:36
2_2_62,2,2,62,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,בכל שאר התמונות נראה כי ההחלטה עוד לא התקבלה,0.3875327706336975,38.75,multilingual semantic embedding cosine similarity,"In all the other pictures, it seems that the decision has not yet been made.",0.2599372863769531,25.99,0.13443607091903687,13.44,0.8797,0.881,0.8804,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:30:42
2_2_63,2,2,63,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,בתמונה 2 האדם תורם לסביבה ובכך משפיע עליה.,0.21202507615089417,21.2,multilingual semantic embedding cosine similarity,"In Figure 2, the person contributes to the environment and thus influences it.",0.2954197824001312,29.54,0.021512873470783234,2.15,0.8738,0.8745,0.8741,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:30:48
2_2_8,2,2,8,dataset/images/2_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""ההחלטה התקבלה""","Explain why you chose this picture as reflecting the sentence ""The decision has been made""","You are a systems thinking expert analyzing an image.
Concept: ""The decision has been made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The decision has been made\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of people clapping,False,,This image shows a group of people clapping,תמונה זו מראה קבוצת אנשים מוחאים כפיים,נראה החלטה משותפת,0.32399827241897583,32.4,multilingual semantic embedding cosine similarity,Seems to be a joint decision,0.2632714807987213,26.33,0.1525629162788391,15.26,0.8721,0.8961,0.8839,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:30:53
3_1_14,3,1,14,dataset/images/3_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" הילד למד שיעור חשוב  ""","Explain why you chose this picture as reflecting the sentence ""The child has learned an important lesson""","You are a systems thinking expert analyzing an image.
Concept: ""The child has learned an important lesson""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The child has learned an important lesson\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of children working together,False,,This image shows a group of children working together,תמונה זו מראה קבוצה של ילדים עובדים יחד,שיעור בעבודת צוות ושיתוף פעולה,0.4400937259197235,44.01,multilingual semantic embedding cosine similarity,A Lesson in Teamwork and Collaboration,0.4060937762260437,40.61,0.49791431427001953,49.79,0.8645,0.8542,0.8593,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:30:58
3_1_15,3,1,15,dataset/images/3_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" הילד למד שיעור חשוב  ""","Explain why you chose this picture as reflecting the sentence ""The child has learned an important lesson""","You are a systems thinking expert analyzing an image.
Concept: ""The child has learned an important lesson""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The child has learned an important lesson\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of children working together,False,,This image shows a group of children working together,תמונה זו מראה קבוצה של ילדים עובדים יחד,שהוא הביא חברים לאחר בבית,0.28900426626205444,28.9,multilingual semantic embedding cosine similarity,That he brought friends after home,0.3334236741065979,33.34,0.026907097548246384,2.69,0.863,0.8331,0.8478,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:31:02
3_1_18,3,1,18,dataset/images/3_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" הילד למד שיעור חשוב  ""","Explain why you chose this picture as reflecting the sentence ""The child has learned an important lesson""","You are a systems thinking expert analyzing an image.
Concept: ""The child has learned an important lesson""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The child has learned an important lesson\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of children working together,False,,This image shows a group of children working together,תמונה זו מראה קבוצה של ילדים עובדים יחד,ניתן לראות שהילדים עוזרים זה לזה לכן זו האופציה הכי טובה לומר כי הוא למד משהו,0.442594051361084,44.26,multilingual semantic embedding cosine similarity,You can see that the kids are helping each other so that's the best option to say because he's learned something.,0.4286517798900604,42.87,0.5715117454528809,57.15,0.8876,0.862,0.8746,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:31:07
3_1_19,3,1,19,dataset/images/3_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" הילד למד שיעור חשוב  ""","Explain why you chose this picture as reflecting the sentence ""The child has learned an important lesson""","You are a systems thinking expert analyzing an image.
Concept: ""The child has learned an important lesson""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The child has learned an important lesson\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of children working together,False,,This image shows a group of children working together,תמונה זו מראה קבוצה של ילדים עובדים יחד,"אני חושבת שילדים לומדים שיעור חשוב מהחברים שלהם כל יום, במיוחד שהכל קורה בצורה חיובית.",0.3726310133934021,37.26,multilingual semantic embedding cosine similarity,"I think children learn an important lesson from their friends every day, especially when everything happens in a positive way.",0.33376288414001465,33.38,0.4478311538696289,44.78,0.8773,0.8635,0.8703,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:31:13
3_1_32,3,1,32,dataset/images/3_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" הילד למד שיעור חשוב  ""","Explain why you chose this picture as reflecting the sentence ""The child has learned an important lesson""","You are a systems thinking expert analyzing an image.
Concept: ""The child has learned an important lesson""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The child has learned an important lesson\"" because [explain the visual link].""
Answer: This image shows",This image shows a group of children working together,False,,This image shows a group of children working together,תמונה זו מראה קבוצה של ילדים עובדים יחד,הילדים הצליחו להגיע למסקנה בעצם ללא עזרה חיצונית,0.108272984623909,10.83,multilingual semantic embedding cosine similarity,The children were able to reach a conclusion basically without outside help.,0.3075188994407654,30.75,0.2924087643623352,29.24,0.8921,0.8837,0.8879,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T12:31:18
